name	CBI
NCU05652T0	0.495
NCU05667T0	0.683
NCU05680T0	0.61
NCU05683T0	0.428
NCU05685T0	0.243
NCU05688T0	-0.058
NCU05689T0	0.825
NCU05692T0	0.273
NCU05693T0	0.238
NCU05706T0	0.337
NCU05714T0	0.476
NCU05715T0	0.156
NCU05716T0	0.15
NCU05717T0	0.35
NCU05718T0	0.148
NCU05721T0	0.131
NCU05723T0	0.235
NCU05731T0	0.611
NCU05752T0	0.368
NCU05757T0	0.206
NCU05770T0	0.481
NCU05771T0	0.268
NCU05772T0	0.722
NCU05776T0	0.427
NCU05777T0	0.323
NCU05778T0	0.68
NCU05780T0	0.548
NCU05782T0	0.666
NCU05786T0	0.279
NCU05791T0	0.196
NCU05797T0	0.298
NCU05800T0	0.675
NCU05802T0	0.254
NCU05803T0	0.391
NCU05804T0	0.757
NCU05805T0	0.522
NCU05807T0	0.108
NCU05808T0	0.147
NCU05809T0	0.208
NCU05810T0	0.82
NCU05813T0	0.56
NCU05819T0	0.221
NCU05828T0	0.467
NCU05832T0	0.148
NCU05836T0	0.367
NCU05837T0	0.245
NCU05838T0	0.406
NCU05841T0	0.156
NCU05844T0	0.169
NCU05846T0	0.315
NCU05850T0	0.388
NCU05855T0	0.201
NCU05876T0	0.362
NCU05878T0	0.412
NCU05881T0	0.354
NCU05882T0	0.291
NCU05889T0	0.713
NCU05890T0	0.381
NCU05891T0	0.147
NCU05895T0	0.416
NCU05902T0	0.248
NCU05906T0	0.128
NCU05936T0	0.259
NCU05937T0	0.526
NCU05942T0	0.466
NCU05943T0	0.16
NCU05945T0	0.108
NCU05950T0	0.287
NCU05956T0	0.272
NCU05959T0	0.291
NCU05964T0	0.281
NCU05968T0	0.175
NCU05970T0	0.03
NCU05971T0	0.355
NCU05979T0	0.136
NCU05983T0	0.284
NCU05985T0	0.292
NCU05986T0	0.152
NCU05987T0	0.164
NCU05988T0	0.115
NCU05989T0	0.718
NCU05991T0	0.37
NCU05994T0	0.095
NCU05999T0	0.238
NCU06003T0	0.54
NCU06008T0	0.24
NCU06009T0	0.313
NCU06017T0	0.351
NCU06021T0	0.469
NCU06029T0	0.081
NCU06030T0	0.033
NCU06031T0	0.798
NCU06033T0	0.137
NCU06035T0	0.663
NCU06039T0	0.242
NCU06042T0	0.26
NCU06043T0	0.508
NCU06047T0	0.806
NCU06048T0	0.673
NCU06051T0	0.193
NCU06052T0	0.39
NCU06054T0	0.356
NCU06057T0	0.246
NCU06059T0	0.273
NCU06062T0	0.509
NCU06066T0	0.612
NCU06067T0	0.176
NCU06073T0	0.073
NCU06075T0	0.617
NCU06081T0	0.164
NCU06086T0	0.707
NCU06090T0	0.5
NCU06091T0	0.293
NCU06095T0	0.169
NCU06099T0	0.487
NCU06101T0	0.427
NCU06102T0	0.189
NCU06103T0	0.204
NCU06105T0	0.238
NCU06107T0	0.384
NCU06108T0	0.421
NCU06110T0	0.474
NCU06112T0	0.268
NCU06117T0	0.249
NCU06118T0	0.303
NCU06122T0	0.215
NCU06123T0	0.363
NCU06131T0	0.279
NCU06137T0	0.32
NCU06142T0	0.248
NCU06145T0	0.277
NCU06149T0	0.362
NCU06153T0	0.186
NCU06166T0	0.161
NCU06171T0	0.282
NCU06177T0	0.208
NCU06179T0	0.321
NCU06180T0	0.079
NCU06182T0	0.172
NCU06183T0	0.228
NCU06187T0	0.671
NCU06189T0	0.569
NCU06191T0	0.453
NCU06192T0	0.243
NCU06194T0	0.384
NCU06198T0	0.477
NCU06199T0	0.274
NCU06200T0	0.531
NCU06201T0	0.121
NCU06202T0	0.113
NCU06205T0	0.307
NCU06210T0	0.731
NCU06211T1	0.656
NCU06213T0	0.169
NCU06215T0	0.146
NCU06216T0	0.22
NCU06217T0	0.475
NCU06218T0	0.183
NCU06220T0	0.324
NCU06223T0	0.147
NCU06226T0	0.664
NCU06228T0	0.301
NCU06231T0	0.159
NCU06232T0	0.641
NCU06233T0	0.052
NCU06237T0	0.172
NCU06240T0	0.25
NCU06242T0	0.357
NCU06243T0	0.171
NCU06244T0	0.501
NCU06245T0	0.162
NCU06246T0	0.276
NCU06247T0	0.229
NCU06248T0	0.215
NCU06249T0	0.164
NCU06251T0	0.427
NCU06252T0	0.041
NCU06254T0	0.125
NCU06257T0	0.113
NCU06258T0	0.102
NCU06259T0	0.097
NCU06260T0	0.217
NCU06261T0	0.356
NCU06264T0	0.137
NCU06265T0	0.403
NCU06266T0	0.317
NCU06268T0	0.273
NCU06269T0	0.143
NCU06270T0	0.413
NCU06271T0	0.053
NCU06272T0	0.442
NCU06275T0	0.378
NCU06277T0	0.091
NCU06278T0	0.315
NCU06279T0	0.748
NCU06284T0	0.294
NCU06290T0	0.226
NCU06294T0	0.065
NCU06300T0	0.566
NCU06301T0	0.213
NCU06303T0	0.273
NCU06305T0	0.357
NCU06307T0	0.678
NCU06308T0	0.264
NCU06310T0	0.111
NCU06311T0	0.276
NCU06314T0	0.196
NCU06317T0	0.332
NCU06327T0	0.378
NCU06330T0	0.042
NCU06332T0	0.336
NCU06333T0	0.32
NCU06336T0	0.324
NCU06338T0	0.321
NCU06342T0	0.298
NCU06344T0	0.451
NCU06346T0	0.725
NCU06347T0	0.254
NCU06348T0	0.314
NCU06349T0	0.292
NCU06353T0	0.348
NCU06355T0	0.263
NCU06360T0	0.371
NCU06361T0	0.496
NCU06361T2	0.509
NCU06363T0	0.092
NCU06364T0	0.371
NCU06366T0	0.215
NCU06367T0	0.258
NCU06369T0	0.253
NCU06372T0	0.273
NCU06375T0	0.085
NCU06380T0	0.292
NCU06386T0	0.272
NCU06389T0	0.188
NCU06390T0	0.04
NCU06391T0	0.129
NCU06393T0	0.212
NCU06394T0	0.169
NCU06397T0	0.593
NCU06401T0	0.122
NCU06403T0	0.215
NCU06404T0	0.305
NCU06405T0	0.132
NCU06410T0	0.33
NCU06411T0	0.207
NCU06412T0	0.302
NCU06413T0	0.307
NCU06415T0	0.202
NCU06416T0	0.376
NCU06417T0	0.219
NCU06419T0	0.256
NCU06420T0	-0.149
NCU06424T0	0.315
NCU06428T0	0.313
NCU06429T0	0.258
NCU06430T0	0.391
NCU06431T0	0.857
NCU06432T0	0.759
NCU06433T0	0.163
NCU06435T0	0.14
NCU06437T0	0.09
NCU06440T0	0.375
NCU06441T0	0.503
NCU06444T0	0.274
NCU06446T0	0.328
NCU06448T0	0.458
NCU06450T0	0.475
NCU06451T0	0.428
NCU06452T0	0.385
NCU06454T0	0.282
NCU06457T0	0.736
NCU06459T0	0.472
NCU06460T0	0.339
NCU06462T0	0.085
NCU06464T0	0.835
NCU06468T0	0.352
NCU06469T0	0.67
NCU06470T0	0.215
NCU06471T0	0.237
NCU06472T0	0.366
NCU06481T0	0.209
NCU06482T0	0.652
NCU06484T0	0.176
NCU06488T0	0.256
NCU06489T0	0.211
NCU06490T0	0.276
NCU06493T0	0.376
NCU06495T0	0.718
NCU06497T0	0.304
NCU06498T0	0.156
NCU06500T0	0.212
NCU06503T0	0.204
NCU06506T0	0.409
NCU06508T0	0.368
NCU06511T0	0.154
NCU06512T0	0.757
NCU06515T0	0.239
NCU06518T0	0.347
NCU06520T0	0.329
NCU06530T0	0.35
NCU06532T0	0.45
NCU06534T0	0.219
NCU06536T0	0.298
NCU06539T0	0.212
NCU06540T0	0.276
NCU06541T0	0.446
NCU06542T0	0.355
NCU06543T0	0.639
NCU06544T0	0.289
NCU06546T0	0.199
NCU06549T0	0.083
NCU06550T0	0.437
NCU06552T0	0.279
NCU06554T0	0.451
NCU06556T0	0.605
NCU06558T0	0.252
NCU06560T0	0.306
NCU06561T0	0.647
NCU06563T0	0.225
NCU06568T0	0.202
NCU06569T0	0.17
NCU06576T0	0.128
NCU06578T0	0.341
NCU06586T0	0.234
NCU06587T0	0.349
NCU06588T0	0.287
NCU06592T0	0.244
NCU06593T0	0.163
NCU06594T0	0.215
NCU06595T0	0.172
NCU06597T0	0.567
NCU06603T0	0.432
NCU06605T0	0.147
NCU06606T0	0.7
NCU06617T0	0.58
NCU06619T0	0.456
NCU06622T0	0.285
NCU06626T0	0.135
NCU06628T0	0.011
NCU06630T0	0.337
NCU06631T0	0.122
NCU06632T0	0.567
NCU06637T0	0.232
NCU06638T0	0.067
NCU06643T0	0.599
NCU06644T0	0.199
NCU06647T0	0.248
NCU06648T0	0.094
NCU06649T0	0.257
NCU06652T0	0.663
NCU06654T0	0.175
NCU06659T0	0.213
NCU06661T0	0.824
NCU06663T0	0.178
NCU06664T0	0.284
NCU06666T0	0.7
NCU06668T0	0.003
NCU06672T0	0.183
NCU06673T0	0.244
NCU06676T0	0.147
NCU06677T0	0.376
NCU06678T0	0.265
NCU06679T0	0.444
NCU06681T0	0.111
NCU06682T0	0.211
NCU06684T0	0.353
NCU06685T0	0.089
NCU06687T0	0.35
NCU06688T0	0.158
NCU06693T0	0.373
NCU06694T0	0.603
NCU06695T0	0.738
NCU06696T0	0.164
NCU06698T0	0.191
NCU06700T0	0.166
NCU06702T0	0.654
NCU06706T0	0.133
NCU06709T0	0.019
NCU06710T0	0.294
NCU06711T0	0.48
NCU06712T0	0.383
NCU06715T0	0.101
NCU06716T0	0.153
NCU06717T0	0.381
NCU06718T0	0.262
NCU06719T0	0.228
NCU06720T0	0.36
NCU06722T0	0.442
NCU06724T0	0.625
NCU06726T0	0.229
NCU06727T0	0.733
NCU06729T0	0.206
NCU06732T0	0.416
NCU06735T0	0.271
NCU06737T0	0.239
NCU06738T0	0.334
NCU06739T0	0.176
NCU06740T0	0.69
NCU06741T0	0.785
NCU06743T0	0.768
NCU06746T0	0.216
NCU06748T0	0.347
NCU06749T0	0.479
NCU06750T0	0.389
NCU06751T0	0.267
NCU06756T0	0.089
NCU06759T0	0.111
NCU06760T0	0.307
NCU06761T0	0.422
NCU06762T0	0.272
NCU06763T0	0.083
NCU06764T0	0.41
NCU06767T0	0.266
NCU06769T0	0.21
NCU06774T0	0.148
NCU06776T0	0.225
NCU06777T0	0.22
NCU06778T0	0.175
NCU06780T0	0.402
NCU06781T0	0.693
NCU06783T0	0.519
NCU06785T0	0.558
NCU06786T0	0.337
NCU06788T0	0.361
NCU06790T0	0.409
NCU06799T0	0.1
NCU06801T0	0.22
NCU06803T0	0.359
NCU06809T0	0.185
NCU06821T0	0.296
NCU06832T0	0.227
NCU06836T0	0.61
NCU06838T0	0.15
NCU06839T0	0.414
NCU06842T0	0.201
NCU06843T0	0.749
NCU06844T0	0.1
NCU06850T0	0.491
NCU06854T0	0.443
NCU06855T0	0.195
NCU06856T0	0.274
NCU06859T0	0.308
NCU06861T0	0.264
NCU06862T0	-0.038
NCU06863T0	0.587
NCU06868T0	0.422
NCU06869T0	0.324
NCU06870T0	0.41
NCU06871T0	0.462
NCU06875T0	0.404
NCU06876T0	0.496
NCU06877T0	0.358
NCU06880T0	0.505
NCU06881T0	0.425
NCU06882T0	0.392
NCU06892T0	0.815
NCU06893T0	0.237
NCU06894T0	0.063
NCU06907T0	0.028
NCU06908T0	0.139
NCU06914T0	0.632
NCU06915T0	0.167
NCU06921T0	0.245
NCU06923T0	0.562
NCU06924T0	0.374
NCU06928T0	0.061
NCU06929T0	0.357
NCU06932T0	0.235
NCU06934T0	0.119
NCU06940T0	0.224
NCU06941T0	0.412
NCU06942T0	0.234
NCU06943T0	0.767
NCU06945T0	0.26
NCU06950T0	0.252
NCU06958T0	0.406
NCU06959T0	0.223
NCU06960T0	0.187
NCU06966T0	0.26
NCU06968T0	0.524
NCU06970T0	0.506
NCU06974T0	0.151
NCU06976T0	0.292
NCU06977T0	0.397
NCU06978T0	0.108
NCU06986T0	0.352
NCU06989T0	0.091
NCU06993T0	0.214
NCU06994T0	0.255
NCU06997T0	0.305
NCU06998T0	0.252
NCU06999T0	0.107
NCU07001T0	0.381
NCU07002T0	0.147
NCU07003T0	0.232
NCU07008T0	0.308
NCU07010T0	0.223
NCU07011T0	0.41
NCU07012T0	0.23
NCU07013T0	0.223
NCU07014T0	0.851
NCU07015T0	0.246
NCU07018T0	0.098
NCU07019T0	0.277
NCU07020T0	0.369
NCU07021T0	0.369
NCU07023T0	0.166
NCU07024T0	0.417
NCU07027T0	0.542
NCU07037T0	0.095
NCU07042T0	0.209
NCU07053T0	0.401
NCU07057T0	0.796
NCU07058T0	0.47
NCU07059T0	0.264
NCU07060T0	0.214
NCU07061T0	0.356
NCU07062T0	0.138
NCU07064T0	0.224
NCU07069T0	0.347
NCU07071T0	0.404
NCU07072T0	0.297
NCU07081T0	0.31
NCU07082T0	0.508
NCU07100T0	0.155
NCU07110T0	0.218
NCU07112T0	0.468
NCU07117T0	0.432
NCU07119T0	0.133
NCU07120T0	0.415
NCU07121T0	0.2
NCU07123T0	0.155
NCU07125T0	0.16
NCU07126T0	0.291
NCU07127T0	0.598
NCU07129T0	0.402
NCU07139T0	0.286
NCU07142T0	0.21
NCU07153T0	0.642
NCU07156T0	0.506
NCU07165T0	0.383
NCU07167T0	0.357
NCU07169T0	0.326
NCU07171T0	0.448
NCU07172T0	0.178
NCU07173T0	0.537
NCU07174T0	0.147
NCU07182T0	0.814
NCU07191T0	0.143
NCU07192T0	0.249
NCU07221T0	0.303
NCU07232T0	0.445
NCU07233T0	0.142
NCU07238T0	0.384
NCU07240T0	0.323
NCU07246T0	0.26
NCU07247T0	0.217
NCU07257T0	0.169
NCU07258T0	0.128
NCU07260T0	0.051
NCU07261T0	0.206
NCU07262T0	0.13
NCU07263T0	0.48
NCU07267T0	0.434
NCU07271T0	0.357
NCU07273T0	0.446
NCU07280T0	0.357
NCU07281T0	0.688
NCU07282T0	0.357
NCU07283T0	0.349
NCU07287T0	0.659
NCU07289T0	0.42
NCU07290T0	0.262
NCU07294T0	0.095
NCU07295T0	0.334
NCU07296T0	0.448
NCU07297T0	0.087
NCU07298T0	0.175
NCU07299T0	0.419
NCU07301T0	0.105
NCU07307T0	0.433
NCU07308T0	0.447
NCU07318T0	0.457
NCU07319T0	0.326
NCU07320T0	0.272
NCU07325T0	0.632
NCU07329T0	0.253
NCU07330T0	0.402
NCU07332T0	0.35
NCU07335T0	0.079
NCU07338T0	0.191
NCU07345T0	0.38
NCU07347T0	0.115
NCU07349T0	0.283
NCU07352T0	0.361
NCU07361T0	0.26
NCU07362T0	0.278
NCU07363T0	0.487
NCU07365T0	0.372
NCU07366T0	0.517
NCU07367T0	0.403
NCU07375T0	0.554
NCU07378T0	0.1
NCU07379T0	0.05
NCU07380T0	0.725
NCU07385T0	0.175
NCU07386T0	0.547
NCU07389T0	0.222
NCU07398T0	0.039
NCU07399T0	0.214
NCU07400T0	0.296
NCU07401T0	0.009
NCU07402T0	0.21
NCU07403T0	0.429
NCU07404T0	0.326
NCU07405T0	0.003
NCU07408T0	0.713
NCU07409T0	0.327
NCU07412T0	0.157
NCU07414T0	0.558
NCU07415T0	0.386
NCU07417T0	0.219
NCU07418T0	0.107
NCU07419T0	0.249
NCU07420T0	0.657
NCU07421T0	0.34
NCU07422T0	0.278
NCU07423T0	0.118
NCU07424T0	0.093
NCU07425T0	0.1
NCU07428T0	0.233
NCU07430T0	0.332
NCU07434T0	0.17
NCU07435T0	0.288
NCU07437T0	0.74
NCU07438T0	0.128
NCU07439T0	0.662
NCU07442T0	0.224
NCU07443T0	0.289
NCU07446T0	0.417
NCU07451T0	0.637
NCU07452T0	0.792
NCU07453T0	0.099
NCU07456T0	0.266
NCU07458T0	0.574
NCU07459T0	0.655
NCU07460T0	0.233
NCU07465T0	0.401
NCU07467T0	0.429
NCU07468T0	0.398
NCU07471T0	0.399
NCU07473T0	0.082
NCU07474T0	0.274
NCU07481T0	0.248
NCU07483T0	0.214
NCU07489T0	0.339
NCU07491T0	0.403
NCU07492T0	0.123
NCU07493T0	0.376
NCU07494T0	0.378
NCU07495T0	0.359
NCU07498T0	0.13
NCU07503T0	0.298
NCU07505T0	0.154
NCU07506T0	0.514
NCU07509T0	0.388
NCU07514T0	0.348
NCU07528T0	0.406
NCU07534T0	0.16
NCU07535T0	0.125
NCU07539T0	0.437
NCU07542T0	0.443
NCU07544T0	0.18
NCU07546T0	0.39
NCU07547T0	0.602
NCU07548T0	0.351
NCU07549T0	0.569
NCU07550T0	0.721
NCU07554T0	0.325
NCU07556T0	0.246
NCU07558T0	0.274
NCU07560T0	0.373
NCU07561T0	0.101
NCU07562T0	0.797
NCU07567T0	0.54
NCU07568T0	0.246
NCU07571T0	0.1
NCU07574T0	0.573
NCU07576T0	0.293
NCU07580T0	0.195
NCU07585T0	0.3
NCU07587T0	0.255
NCU07588T0	0.149
NCU07590T0	0.185
NCU07608T0	0.325
NCU07626T0	0.133
NCU07654T0	0.287
NCU07655T0	0.206
NCU07657T0	0.104
NCU07658T0	0.326
NCU07659T0	0.699
NCU07661T0	0.189
NCU07662T0	0.362
NCU07665T0	0.161
NCU07666T0	0.286
NCU07669T0	0.071
NCU07670T0	0.528
NCU07674T0	0.083
NCU07678T0	0.126
NCU07682T0	0.09
NCU07683T0	0.196
NCU07685T0	0.137
NCU07688T0	0.142
NCU07690T0	0.396
NCU07691T0	0.079
NCU07693T0	0.188
NCU07695T0	0.22
NCU07697T0	0.637
NCU07698T0	0.157
NCU07700T0	0.752
NCU07701T0	0.132
NCU07710T0	0.122
NCU07711T0	0.223
NCU07715T0	0.115
NCU07717T0	0.211
NCU07719T0	0.501
NCU07720T0	0.187
NCU07721T0	0.275
NCU07723T0	0.239
NCU07724T0	0.186
NCU07725T0	0.464
NCU07726T0	0.447
NCU07728T0	0.036
NCU07731T0	0.208
NCU07732T0	0.614
NCU07733T0	0.453
NCU07734T0	0.144
NCU07735T0	0.641
NCU07736T0	0.376
NCU07737T0	0.235
NCU07738T0	0.4
NCU07745T0	0.12
NCU07755T0	0.658
NCU07756T0	0.45
NCU07757T0	0.375
NCU07773T0	0.128
NCU07774T0	0.452
NCU07776T0	0.605
NCU07779T0	0.273
NCU07782T0	0.257
NCU07784T0	0.189
NCU07787T0	0.54
NCU07788T0	0.264
NCU07793T0	0.316
NCU07802T0	0.045
NCU07804T0	0.09
NCU07806T0	0.405
NCU07807T0	0.747
NCU07808T0	0.623
NCU07814T0	0.347
NCU07826T0	0.696
NCU07829T0	0.857
NCU07830T0	0.801
NCU07831T0	0.607
NCU07832T0	0.328
NCU07839T0	0.585
NCU07842T0	0.485
NCU07844T0	0.158
NCU07846T0	0.244
NCU07849T0	0.21
NCU07851T0	0.262
NCU07852T0	0.451
NCU07853T0	0.572
NCU07854T0	0.184
NCU07855T0	0.328
NCU07857T0	0.759
NCU07859T0	0.638
NCU07860T0	0.244
NCU07862T0	0.21
NCU07863T0	0.034
NCU07864T0	0.351
NCU07865T0	0.167
NCU07866T0	0.241
NCU07868T0	0.384
NCU07871T0	0.245
NCU07872T0	0.196
NCU07874T0	0.424
NCU07875T0	0.125
NCU07878T0	0.21
NCU07879T0	0.233
NCU07883T0	0.148
NCU07884T0	0.328
NCU07886T0	0.029
NCU07887T0	0.654
NCU07889T0	0.107
NCU07893T0	0.299
NCU07895T0	0.324
NCU07904T0	0.432
NCU07907T0	0.041
NCU07910T0	0.17
NCU07913T0	0.565
NCU07914T0	0.764
NCU07921T0	0.464
NCU07922T0	0.736
NCU07923T0	0.513
NCU07925T0	0.315
NCU07926T0	0.662
NCU07929T0	0.621
NCU07930T0	0.81
NCU07931T0	0.17
NCU07933T0	0.063
NCU07936T0	0.534
NCU07937T0	0.256
NCU07939T0	0.204
NCU07941T0	0.49
NCU07947T0	0.687
NCU07951T0	0.219
NCU07952T0	0.095
NCU07954T0	0.61
NCU07956T0	0.506
NCU07958T0	0.382
NCU07960T0	0.254
NCU07962T0	0.474
NCU07963T0	0.213
NCU07965T0	0.521
NCU07967T0	0.241
NCU07972T0	0.772
NCU07975T0	0.179
NCU07982T0	0.632
NCU07987T0	0.424
NCU07991T0	0.167
NCU07993T0	0.206
NCU07997T0	0.396
NCU07998T0	0.19
NCU07999T0	0.263
NCU08000T0	0.165
NCU08001T0	0.141
NCU08002T0	0.643
NCU08003T0	0.222
NCU08004T0	0.541
NCU08006T0	0.243
NCU08008T0	0.34
NCU08009T0	0.403
NCU08012T0	0.284
NCU08018T0	0.359
NCU08022T0	0.284
NCU08023T0	0.14
NCU08024T0	0.136
NCU08026T0	0.205
NCU08030T0	0.543
NCU08031T0	0.101
NCU08034T0	0.455
NCU08035T0	0.373
NCU08036T0	0.293
NCU08040T0	0.174
NCU08044T0	0.234
NCU08045T0	0.38
NCU08046T0	0.556
NCU08048T0	0.251
NCU08052T0	0.244
NCU08053T0	0.38
NCU08054T0	0.21
NCU08057T0	0.271
NCU08064T0	0.241
NCU08066T0	0.236
NCU08067T0	0.245
NCU08070T0	0.255
NCU08071T0	0.345
NCU08076T0	0.191
NCU08092T0	0.18
NCU08094T0	0.1
NCU08095T0	0.366
NCU08110T0	0.383
NCU08111T0	0.482
NCU08118T0	0.292
NCU08119T0	0.469
NCU08120T0	0.398
NCU08127T0	0.28
NCU08130T0	0.436
NCU08131T0	0.607
NCU08132T0	0.332
NCU08133T0	0.643
NCU08135T0	0.204
NCU08137T0	0.639
NCU08138T0	0.219
NCU08146T0	0.241
NCU08158T0	0.186
NCU08159T0	0.043
NCU08161T0	0.165
NCU08162T0	0.6
NCU08164T0	0.125
NCU08167T0	0.197
NCU08171T0	0.272
NCU08183T0	0.249
NCU08190T0	0.167
NCU08193T0	0.46
NCU08194T0	0.169
NCU08195T0	0.629
NCU08216T0	0.656
NCU08217T0	0.376
NCU08218T0	0.34
NCU08224T0	0.208
NCU08232T0	0.293
NCU08267T0	0.26
NCU08268T0	0.235
NCU08269T0	0.214
NCU08272T0	0.574
NCU08273T0	0.364
NCU08274T0	0.095
NCU08275T0	0.449
NCU08276T0	0.132
NCU08277T0	0.522
NCU08280T0	0.287
NCU08281T0	0.122
NCU08287T0	0.478
NCU08289T0	0.052
NCU08290T0	0.174
NCU08291T0	0.298
NCU08293T0	0.112
NCU08294T0	0.079
NCU08295T0	0.568
NCU08296T0	0.448
NCU08297T0	0.374
NCU08299T0	0.471
NCU08300T0	0.405
NCU08301T0	0.07
NCU08303T0	0.206
NCU08312T0	0.106
NCU08313T0	0.033
NCU08319T0	0.265
NCU08323T0	0.301
NCU08326T0	0.122
NCU08329T0	0.399
NCU08330T0	0.36
NCU08331T0	0.047
NCU08332T0	0.827
NCU08333T0	0.303
NCU08334T0	0.066
NCU08336T0	0.728
NCU08339T0	0.459
NCU08340T0	0.495
NCU08342T0	0.192
NCU08344T0	0.788
NCU08352T0	0.558
NCU08353T0	0.141
NCU08354T0	0.243
NCU08355T0	0.216
NCU08356T0	0.177
NCU08357T0	0.095
NCU08358T0	0.259
NCU08359T0	0.193
NCU08360T0	-0.005
NCU08362T0	0.294
NCU08363T0	0.327
NCU08365T0	0.237
NCU08369T0	0.088
NCU08370T0	0.13
NCU08373T0	0.251
NCU08374T0	0.181
NCU08377T0	0.124
NCU08379T0	0.495
NCU08380T0	0.149
NCU08382T0	0.275
NCU08384T0	0.774
NCU08388T0	0.221
NCU08389T0	0.722
NCU08390T0	0.084
NCU08391T0	0.066
NCU08397T0	0.559
NCU08409T0	0.648
NCU08410T0	0.431
NCU08411T1	0.703
NCU08416T0	0.283
NCU08417T0	0.141
NCU08418T0	0.492
NCU08420T0	0.184
NCU08423T0	0.238
NCU08427T0	0.277
NCU08434T0	0.454
NCU08435T0	0.119
NCU08436T0	0.335
NCU08445T0	0.19
NCU08452T0	0.073
NCU08468T0	0.235
NCU08471T0	0.676
NCU08475T0	0.337
NCU08476T0	0.15
NCU08477T0	0.641
NCU08480T0	0.095
NCU08484T0	0.293
NCU08485T0	0.281
NCU08487T0	0.099
NCU08499T0	0.28
NCU08500T0	0.834
NCU08501T0	0.211
NCU08502T0	0.799
NCU08503T0	0.375
NCU08505T0	0.348
NCU08507T0	0.711
NCU08509T0	0.299
NCU08512T0	0.217
NCU08514T0	0.149
NCU08515T0	0.439
NCU08518T0	0.606
NCU08526T0	0.176
NCU08535T0	0.548
NCU08541T0	0.141
NCU08549T0	0.377
NCU08550T0	0.54
NCU08552T0	0.353
NCU08553T0	0.497
NCU08554T0	0.392
NCU08561T0	0.541
NCU08563T0	0.291
NCU08565T0	0.21
NCU08568T0	0.152
NCU08578T0	0.211
NCU08597T0	0.151
NCU08599T0	0.237
NCU08600T0	0.204
NCU08603T0	0.266
NCU08604T0	0.218
NCU08605T0	0.438
NCU08607T0	0.321
NCU08609T0	0.172
NCU08611T0	0.183
NCU08620T0	0.749
NCU08621T0	0.216
NCU08626T0	0.156
NCU08627T0	0.805
NCU08633T0	0.385
NCU08637T0	0.092
NCU08641T0	0.376
NCU08642T0	0.17
NCU08643T0	0.27
NCU08648T0	0.496
NCU08651T0	0.17
NCU08652T0	0.181
NCU08655T0	0.196
NCU08661T0	0.088
NCU08663T0	0.431
NCU08666T0	0.428
NCU08669T0	0.314
NCU08671T0	0.318
NCU08676T0	0.379
NCU08677T0	0.438
NCU08678T0	0.398
NCU08681T0	0.479
NCU08682T0	0.07
NCU08685T0	0.485
NCU08687T0	0.314
NCU08688T0	0.165
NCU08689T0	0.311
NCU08693T0	0.753
NCU08694T0	0.105
NCU08695T0	0.24
NCU08699T0	0.139
NCU08707T0	0.251
NCU08708T0	0.188
NCU08720T0	0.671
NCU08729T0	0.136
NCU08736T0	0.036
NCU08741T0	0.183
NCU08743T0	0.749
NCU08747T0	0.225
NCU08761T0	0.334
NCU08762T0	0.454
NCU08767T0	0.443
NCU08768T0	0.131
NCU08771T0	0.183
NCU08779T0	0.322
NCU08786T0	0.413
NCU08787T0	0.174
NCU08791T0	0.539
NCU08792T0	0.078
NCU08794T0	0.732
NCU08807T0	0.2
NCU08809T0	0.305
NCU08810T0	0.159
NCU08811T0	0.448
NCU08816T0	0.161
NCU08821T0	0.108
NCU08823T0	0.416
NCU08824T0	0.225
NCU08826T0	0.166
NCU08827T0	0.251
NCU08828T0	0.671
NCU08839T0	0.093
NCU08840T0	0.237
NCU08847T0	0.481
NCU08850T0	0.255
NCU08859T0	0.355
NCU08861T0	0.544
NCU08869T0	0.334
NCU08873T0	0.077
NCU08874T0	0.106
NCU08875T0	0.291
NCU08877T0	0.679
NCU08882T0	0.383
NCU08886T0	0.196
NCU08888T0	0.6
NCU08889T0	0.202
NCU08891T0	0.307
NCU08892T0	0.106
NCU08893T0	0.471
NCU08894T0	0.759
NCU08895T0	0.295
NCU08897T0	0.716
NCU08898T0	0.594
NCU08899T0	0.191
NCU08905T0	0.217
NCU08907T0	0.305
NCU08909T0	0.737
NCU08919T0	0.283
NCU08920T0	0.687
NCU08922T0	0.422
NCU08923T0	0.851
NCU08924T0	0.744
NCU08925T0	0.184
NCU08927T0	0.448
NCU08930T0	0.394
NCU08931T0	0.559
NCU08935T0	0.508
NCU08936T0	0.677
NCU08939T0	0.485
NCU08940T0	0.838
NCU08941T0	0.241
NCU08942T0	0.084
NCU08943T0	0.494
NCU08944T0	0.415
NCU08945T0	0.257
NCU08946T0	0.496
NCU08947T0	0.732
NCU08948T0	0.199
NCU08949T0	0.699
NCU08951T0	0.774
NCU08952T0	0.356
NCU08954T0	0.421
NCU08955T0	0.337
NCU08956T0	0.399
NCU08957T0	0.229
NCU08959T0	0.3
NCU08960T0	0.622
NCU08961T0	0.113
NCU08962T0	0.358
NCU08963T0	0.862
NCU08964T0	0.748
NCU08967T0	0.233
NCU08973T0	0.407
NCU08976T0	0.625
NCU08977T0	0.177
NCU08978T0	0.159
NCU08980T0	0.605
NCU08982T0	0.047
NCU08983T0	0.214
NCU08984T0	0.158
NCU08988T0	0.166
NCU08990T0	0.761
NCU08991T0	0.485
NCU08992T0	0.592
NCU08993T0	0.177
NCU08994T0	0.173
NCU08995T0	0.096
NCU08997T0	0.379
